posted_date,author_name,author_headline,author_type,is_repost,likes,comments,reposts,total_engagement,summary,post_text,post_url
2026-09-18,Jethro B.,Enterprise & Public Sector SaaS | AI | Cloud & Digital Transformation,person,no,42,2,0,44,"Jethro B. thanks DOT and FAA partners, including Taylor Niehoff and Evan Anderson, for meeting at Dreamforce in San Francisco.","We had the opportunity to spend time with our partners across the U.S. Department of Transportation and Federal Aviation Administration at Dreamforce in San Francisco.

A huge thank you to the DOT and FAA teams for spending time with us throughout the week! We’re grateful for the opportunity to work alongside such committed and innovative people who play a pivotal role in ensuring our nation has the safest, most efficient and modern transportation system in the world.

And with that, we wrap up an incredible week at Dreamforce. Excited to carry this momentum forward!

Taylor Niehoff | Evan Anderson 

#Dreamforce #Salesforce #USDOT #FAA",https://www.linkedin.com/posts/jethrobuenavides_dreamforce-salesforce-usdot-activity-7506514791306559488-Hx9D
2026-09-18,Salesforce,"6,803,824 followers",company,no,366,8,12,386,Salesforce's company page thanks Trailblazers for three days at Dreamforce 2026 using only emojis and a brief thank-you line.,"🙌
🤳
😍
💛
🦸
🩴
🧸
🧘
💫

Thank you for 3 magical days at Dreamforce 2026, Trailblazers!",https://www.linkedin.com/posts/salesforce_thank-you-for-activity-7506516500158210048-n2qz
2026-09-18,Jennifer Lynn Schneider MBA,"Lead ​Q​ualified Solution Architect | ​C​ertified AI Strategist​, Community Leader & Product Innovator | MBA",person,no,16,0,0,16,"Jennifer Lynn Schneider thanks mentor Guilda H. for years of friendship and support, reflecting on another Dreamforce with Salesforce and Qualified.","☁️ #DF26 #trailblazer-community moment… 🥹

This woman right here 🤩….. Guilda H.…has been, and is so much, to so many…. 

To ME she is a mentor, a friend whom has always been in my corner, even when I wasn’t in my own. Who always believed in my path, even when I couldn’t see it. Stood alongside me when I rose to the occasion, and helped me shine when I was ready to stand in the sun…. 


To many more years of friendship.. 🥂… (minus the Mousegate) 😂 we are good on that… and I hope to give to you back an ounce of what you have shared with me…. Thank you….. 

Another Dreamforce  in the books… 

Salesforce 
Qualified (Acquired by Salesforce)",https://www.linkedin.com/posts/jenniferlynnschneider_df26-trailblazer-activity-7506517363044036608-9Cc8
2026-09-18,Sales Cloud,"86,810 followers",company,no,16,0,2,18,"Sales Cloud's page says Hunter, Momentum, and Claudeforce took center stage at Dreamforce 2026, letting agents handle tasks so Salesblazers can close deals.","Dreamforce 2026 is in the books! 🎉 Hunter, Momentum, and Claudeforce took center stage this week — proof that agents can handle the grind so sellers can focus on closing.🤝 

Thank you to every Salesblazer who made these three days unforgettable. 💙 Missed it live? Relive #DF26 on Salesforce+: https://sforce.co/4u6auiL",https://www.linkedin.com/posts/salesforcesalescloud_df26-activity-7506517377686061056-7OLj
2026-09-18,Salesforce Data 360,"31,917 followers",company,no,5,0,0,5,Salesforce Data 360 shares attendee Pallavi Geddam's use of Agentforce Coworker to spot deals and her interest in Revenue Cloud for quote automation.,"Dreamforce attendee Pallavi Geddam shared with us how she’s been using Agentforce Coworker to spot top deals that need attention.  

Next, she's eyeing Revenue Cloud to help new users add products to quotes and surfacing business logic already built in Flows and Apex, without digging through 10 reports or looping in a team.

One search, one summarized answer. Thanks, Pallavi for sharing your experience with us!

Discover Agentforce Coworker and more. Watch #DF26 for free on Salesforce+: https://sforce.co/3T2VyoD",https://www.linkedin.com/posts/sfdc-data-360_df26-pallavi-geddam-interview-activity-7506517460926304256-KuAO
2026-09-18,Jenna Singer,"Senior Manager, Solution Engineering at Salesforce",person,yes,16,0,0,16,"Jenna Singer of Salesforce recaps the Women in SE Dreamforce breakfast marking WISE's 10th year, with partners Docusign and Neuraflash and 150+ SEs attending.","Our biggest & greatest Women in SE Dreamforce breakfast to date, celebrating 10 years of WISE! So grateful to our community and our incredible partners Docusign and Neuraflash, it’s no small feat to bring together 150+ SEs. This community has been a place for me, and thousands of others, to help find their voice and realize their potential in the world of Solution Engineering, and to get to play a small part of perpetuating this mission has been a highlight of my career. 🩵",https://www.linkedin.com/posts/jennasinger_dreamforce-wise-wise-activity-7506518189791584256-sydR
2026-09-18,Rebecca Simmons,"Director, Commerce Engineering | Salesforce B2C/B2B Commerce Architect | Global eCommerce Transformation Leader",person,no,46,4,0,50,"Commerce architect Rebecca Simmons highlights AIforce and Agentforce keynote news, plus expanded Shopper, Buyer and Merchant Agents across B2B and B2C Commerce.","And that’s a wrap on #Dreamforce 2026.

A lot to process after a few packed days, but one theme came through incredibly clearly: AI is moving from something we add to our platforms to something that increasingly changes how we interact with them.

The keynote introduction of AIforce and the continued evolution of Agentforce made that especially tangible. We’re moving toward a world where the interface matters less, agents can work across the systems and data we already have, and the underlying platform becomes even more important.

For me, the Commerce announcements were especially interesting.

Agentic commerce is quickly becoming much more than a shopping assistant. Salesforce is continuing to expand Shopper, Buyer, and Merchant Agents across the customer and merchant experience, while also bringing more agentic capabilities into B2B Commerce and into the tools developers and admins use to build and operate Commerce environments.

As someone in the engineering space, that last part may actually be what I’m thinking about most on the way home.

All of this creates incredible opportunity - but it also makes architecture, governance, security, observability, release management, and good engineering fundamentals even more important. AI can help us move faster, but we still have to build systems we can trust, operate, and evolve.

And, as always, one of the best parts of Dreamforce was the people. The conversations between sessions, comparing what different organizations are trying, seeing old friends, and meeting new ones are every bit as valuable as what happens on stage.

A huge thank you to Cloudgaia , CONA Services , and Salesforce for making this such a great week.

I’m heading home with a full notebook, quite a few things I want to dig into further, and probably more questions than I arrived with - which feels like a successful Dreamforce to me.

Until next year, San Francisco.

#Dreamforce #Salesforce #Agentforce #AgenticCommerce #B2BCommerce #SalesforceCommerce #EngineeringLeadership",https://www.linkedin.com/posts/beckygranato_dreamforce-dreamforce-salesforce-activity-7506519110214778880-zbRJ
2026-09-18,Hesham Mansour,AI & Enterprise Systems Architect | CEO at iCare Solutions | Software Engineering Program Leader at MSA University | Author of Spark News: AI Media Brief,person,no,3,0,3,6,"Hesham Mansour reports a seven-hour Salesforce and Google Drive outage on Dreamforce Day 2, blaming a legacy login dependency overwhelmed by traffic.","What happens when the biggest business software in the world crashes during its own annual party? Salesforce and Google Drive both suffered major disruptions on Wednesday during Day 2 of Dreamforce in San Francisco.

Here is what you need to know:

- A massive outage lasted over seven hours, locking global enterprises out of critical client records.

- The root cause was traced to a legacy login dependency that got overwhelmed by traffic.

- Analysts warn businesses now face data divergence, meaning hours of automated records, orders, and tickets must be reconciled by hand.

Are modern cloud platforms relying too heavily on hidden legacy code? Read the full story on Spark News to see what went wrong behind the scenes:

🔗 https://lnkd.in/enyAZzif

#Salesforce #Dreamforce #TechNews #CloudComputing #GoogleDrive",https://www.linkedin.com/posts/hesham-mansour-961041140_salesforce-dreamforce-technews-activity-7506520946829299712-X3vh
2026-09-18,Sol C.,"Drink Espresso, Talk Tech, PropTech. Founder PropTrust Group.",person,no,0,0,0,0,"PropTrust Group founder Sol C. jokes that Dreamforce lacked Benioff selfies, notes share price near $240, and cites agent names Paige, Evi and SimonSays.","Dreamforce is done for another year! What we didn't see this year? 

Marc Benioff Selfies with everyone flooding linkedin! Though share price back to the 240 buck zone! 

It's okay I have multiple agent names to remember now #paige #evi #simonsays",https://www.linkedin.com/posts/activity-7506521245774049280-sEvk
2026-09-18,Mikael Eriksson,Head of Sales - AMER & EMEA at Cloud Protection by WithSecure,person,no,57,0,3,60,"WithSecure's Mikael Eriksson thanks booth and session visitors, reports many new contacts, and teases upcoming features to be revealed later this year.","What a week at Dreamforce! 🎉

Huge thanks to everyone who stopped by our booth and joined our sessions. We, at least, had a blast!

Loads of new contacts and good conversations. We also gave a sneak peek of our upcoming features… more on that later this year ;)",https://www.linkedin.com/posts/mikael-j-eriksson_what-a-week-at-dreamforce-huge-thanks-activity-7506521730849329152-Nave
2026-09-18,✨Mandeep B.,🚀 Sr. Customer Experience Manager (CxM) | 🤖 AI & Productivity Enthusiast | ⚡ Efficiency Champion | 🌟 CX Catalyst Driving Innovation,person,no,25,1,0,26,"Cisco's Mandeep B. recaps Dreamforce '26 takeaways: AI+Metadata, Agentforce as digital workforce, Data 360/Customer 360, new AIforce interface, and $46.4B FY27 revenue guidance.","🚀 Salesforce Dreamforce ’26 with our Cisco team — lots of exciting takeaways this week!

A few things that really stood out to me:

🔹 AI + Metadata — Salesforce’s metadata foundation is becoming a critical layer for helping AI understand how the business works.
🔹 Agentforce — moving beyond AI assistants toward a true digital workforce across sales, service, HR, marketing and more.
🔹 Data 360 + Customer 360 — bringing data, integration, semantics and workflow intelligence together to power the agentic experience.
🔹 AIforce — a new live interface designed to unlock value across Salesforce while working with the tools and data customers already have.
🔹 And the scale continues — 1M+ customers, 23M+ Trailblazers and $46.4B FY27 revenue guidance.

The big theme I’m taking away: AI is moving from a feature to an operating model — powered by trusted data, metadata and intelligent agents.

Great learning, great conversations, and even better spending the week with our customer Salesforce IT and Technology & Products.🤝

Naj Qazi Abid Hadadi Brett Jones 

#Dreamforce26 #Salesforce #Agentforce #AI #CustomerExperience #Data #Cisco #Innovation",https://www.linkedin.com/posts/mbhogal_dreamforce26-salesforce-agentforce-activity-7506521854786863104-pjl_
2026-09-18,Deserrie Perez,"AI Growth Strategist @ LinkedIn | Helping people connect, sell and grow their business using Sales Navigator | Investor | Board Member | Ex-Meta/Amex #Wharton #Rotary #MLT #Trini",person,no,84,8,1,93,"LinkedIn's Deserrie Perez recounts coffee chats, agentic conversations, learning the word 'Telemetry,' and attending Usher's Dreamforce concert with colleagues and partners.","The force was with us in San Francisco this week! 🌁

Grateful for my incredible team, colleagues, and partners who made time for
☕️coffee chats 
💡agentic conversations; I learned a new word: “Telemetry” 
🎶 Usher’s concert at Dreamforce.

In a world where technology continues to transform how we work, connecting in person remains priceless 🫱🏿‍🫲🏾

Here’s to continued innovation—and the relationships that make it possible.

Thank you 🙏🏾

#AI 
#Tech
#Growth
#Gratitude 
#Innovation 
#Dreamforce 
#LinkedInLife
#RelationshipsMatter

Kumaresh Pattabiraman, Aarti Thapar, Dave Teplinsky, Kitty O'Connell, Katherine Williams Brinkman, Angela Levand, Hanna Dugoni, Kelley Larsen, Jeremy Wolf, Lilian Boisramé, Madison Calvert, Rada Evanish, Katherine Williams Brinkman, Jess Krishnamoorthy, Christa Brehm, Anthony Santa Maria, Kaity Fuqua, Ernesto Garza, Bryce Seger, Sarah Monday",https://www.linkedin.com/posts/deserrie_ai-tech-growth-activity-7506523360864960512-jM_a
2026-09-18,Xavier Emery,Global Marketing Leader | Turning Complex Tech into Stories that Sell | Storytelling x Strategy x Growth | Driving Tech Services in the Agentic AI Era - Product Marketing Manager Certified,person,no,65,10,6,81,"NTT DATA's Xavier Emery thanks the marketing team behind the company's Dreamforce 2026 presence, covering branding, PR, sponsorship, booth and speaker support.","Dreamforce may happen over three days. Making NTT DATA show up at Dreamforce takes months, and a lot of people behind the scenes.

As we wrap up an incredible week in San Francisco, I want to recognize the marketing team that helped bring our presence to life.

From our brand and messaging, research and content, PR and social, sponsorship and booth experience, customer engagement, executive and speaker support, sessions, events, logistics, and the countless last-minute details that somehow always come with Dreamforce, this was a true collective effort.

It takes a village to make a global brand shine on one of the biggest stages in our industry, and I’m incredibly grateful to everyone who contributed their time, expertise, creativity and energy along the way.

I’ll tag many of those people here because the work behind the scenes deserves to be seen too. 👏 If you are not tagged here but you contributed, know that you are not forgotten, I just have my Dreamforce brain at the moment  😅 

What we experienced this week was the visible part. The real work started long before we arrived in San Francisco, across teams, countries and time zones.

Thank you to everyone who helped make NTT DATA’s Dreamforce 2026 presence happen. Proud of what we built together.

Now, time to turn all those conversations, connections and ideas from this week into what comes next. 🚀

Varsha Chauhan Erina Williams Jennifer Carroll Moises Fuentes
Lisa Bridwell David Peak Erin Brain Iren Banfield Pramod Hegde Margo Cooke 
Andrew Allen Heather Griffin Brad Compton Ariana Thumann
Andrew McNair Corie Pierce Mari Labuschagne Riaan Wolmarans Fiona H.
Oliver Lash-Williams Simran Sathi Nagabushan H S
Katie Ball
Scott Keenan Stefania Kruger (Vita)Antoinette Jacobs
Shannon Benedict Caldwell Pamela Dearen Sheri Litchford Jennifer Marquez Amanda Engler Corrine Cutler Evie Leal Hannah Noah Jeanna Burkett Melissa S. Sharon Murphy Shirley Hsieh-Lau Sloan Newman
Ana Belén Cárdaba Martínez 

#Dreamforce #DF26 #NTTDATA #Salesforce",https://www.linkedin.com/posts/activity-7506523512946319360-KJ_B
2026-09-18,Kendall Collins,"CEO, Missionforce & Government Cloud @ Salesforce",person,no,219,5,21,245,"Salesforce's Kendall Collins announces Missionforce expansion with new OpenAI and NVIDIA partnerships, a $5.6B Army IDIQ, and support across 60 federal agencies.","One year ago, Salesforce launched Missionforce, its agentic platform for government that brings trusted AI, data, apps, and cloud technology to the government’s most critical missions. Since then, the public sector has become Salesforce’s fastest-growing industry business at scale, with its defense sector business growing 80% year over year as demand accelerates. Today, Salesforce supports some of the government’s most complex and consequential missions across more than 30 countries, 60 U.S. federal agencies, all 15 U.S. Cabinet departments, all 50 states, and all six branches of the U.S. military. 

The team's incredible work over many years has expanded to another level:

- The U.S. Army awarded us a 10-year, $5.6B IDIQ to expand Missionforce across the Army and Department of Wa
- Army HRC is deploying AI-powered support for 9.2 million soldiers, veterans, civilian staff, and military families
- USDOT is unifying 10+ systems on one platform to power citizen services and transportation safety

And now with OpenAI and NVIDIA we are going even further. 
We just announced at Dreamforce a major expansion of Missionforce:

➡️ New AI capabilities that enable government agencies to slash operational delays from days to minutes across critical missions, whether dispatching post-disaster infrastructure repairs, managing defense logistics, or instantly matching public assistance and services to new policies. 
➡️New partnership with OpenAI to bring their powerful models into Missionforce and integrate Missionforce into ChatGPT, so government staff and national security personnel can turn their data into action and put Missionforce to work right from ChatGPT.  
➡️New collaboration to bring NVIDIA models (our KOA family of models), into Missionforce Operations, and to enable customers in highly sensitive industries to train, tune, and deploy mission-specific models on their own critical data. 

Missionforce Policy Engine and Missionforce Operations will unlock new capabilities for our public sector customers to transform into a new Agentic Enterprise.

This isn't about Salesforce. It's about the people who execute the mission every day. The people who get the equipment back online faster. The caseworker who can schedule a Veteran’s health appointment in minutes instead of months. The Army soldier who gets his payroll question answered at 2am from a system that never sleeps. That's who this is all for.

I’m so proud of what this team has achieved in a year and the impact it is having. I am excited for the future of Missionforce.   Thanks for the opportunity, and thank you to our incredible team and community for a tremendous week!

https://lnkd.in/g4wEwxpu

Andrew Randall Jason Yu Alexandra Caselli Jim Wiese Azeem Feroz Larry Dillard Sam Wagner Sahar Zikria Jamili Wendy R. Anderson Laurent Monjole Kevin Paschuck Bill Pessin Jennifer Ward Paul Tatum Alex Nguyen Marlene C. Daniel Lim",https://www.linkedin.com/posts/kendallcollins_salesforce-marks-one-year-of-missionforce-activity-7506524760999170056-GvHG
2026-09-18,Caleb Bauers,Product Marketing,person,no,77,9,0,86,"Docusign's Caleb Bauers describes representing the company at Dreamforce 2026, engaging customers at the booth, and seeing Usher perform.","A highlight of the career being able to play a small part in representing Docusign at Dreamforce 2026!

It was incredible seeing customers unlock AI to empower their teams and agreements easier and faster than ever! From connecting with customers at our booth, to collaborating with the incredible humans I get to work with each day (#docufam)!

It couldn’t get any better.. with the addition to seeing the king of R&B himself , Usher!",https://www.linkedin.com/posts/caleb-bauers_docufam-activity-7506525143138078720-5M_O
2026-09-18,Cognizant Moment,"20,913 followers",company,no,25,0,0,25,Cognizant's company page thanks attendees who connected at #DF26 to discuss becoming agentic enterprises and delivering connected customer experiences.,"AI advantage belongs to enterprises that build it into how they operate — combining data, technology, creativity and human ingenuity to turn ambition into measurable business impact.

This AI builder mindset emerged as a defining theme at #DF26, one of the year’s most influential technology conferences, where once again, the Dreamforce team created an exceptional forum for collaboration, fresh thinking and the ideas shaping what’s next.

Thank you to everyone who connected with Cognizant to explore how we’re helping clients become agentic enterprises and deliver intuitive, connected experiences that move businesses forward.

Now, let’s build 💪🦾

#Dreamforce #ExperienceTransformation #AI #HumanIngenuity",https://www.linkedin.com/posts/cognizant-moment_df26-dreamforce-experiencetransformation-activity-7506527050514591744-SoPO
2026-09-18,Brian Wolfe,"Vice President, Salesforce Practice Leader, Digital Customer Experience | NA",person,no,104,2,1,107,"Digital CX consultant Brian Wolfe explains Salesforce's new AIforce layer bringing CRM data into Claude, Slack and Agentforce Coworker, plus the Koa reasoning model built with NVIDIA.","Dreamforce '26 wrapped today. The headline wasn't a product — it was where work happens.

Salesforce spent almost 30 years perfecting an interface. This week it launched the layer above it. 

AIforce brings governed CRM data into Claude, Slack, and Agentforce Coworker, so teams can act without ever opening a CRM. Koa, a CRM reasoning model built with NVIDIA, runs inside Salesforce's own security perimeter.

The executive takeaway: everyone will have capable models. Not everyone will have clean, permissioned, real-time customer context. 

Alex Smith-Bingham Naresh Khanduri Rajeev Arora Katerina Hubka Ryan McCambridge Sabrina Empis Simon Blainey Matt Evans Rich Minns Matthew Morris Pankaj Gugnani Amit Ganguly Caroline Bugg Allyson Reagan Jared Campbell Michael Melnick Shaikh Abdul Manan Chloe Fisher Matt Breaden ☁ Bob Freer ☁ Al Liubinskas 

#MakeItReal
#Dreamforce #Salesforce #Agentforce",https://www.linkedin.com/posts/bwolfe99_makeitreal-dreamforce-salesforce-activity-7506527812208652290-3O0W
2026-09-18,Michael Sherrod,Sales Engineer | 5x Salesforce Certified | Professional Scrum Master (PSM I) | Trainer and Educator | Talent Stacker,person,no,33,3,2,38,"Sales engineer Michael Sherrod recounts his first Dreamforce, meeting Talent Stacker mentors Stephanie Parretti and Scott Stafford, and discussing CloudFiles document automation at booth 536.","My first Salesforce #Dreamforce is done, and I'll be processing this one for a while.

I came into Salesforce through Talent Stacker | Salesforce Career Development Program. On Monday I named two of the people who got me here, Stephanie Parretti, MBA and Scott Stafford. Then I ran into both of them on the floor, neither one planned. That is not how I thought the week would go.

Then, it kept going like that. I got to meet Vanessa Grant, and Tristan Lombard in person instead of virtually at the #BadAssBA Networking Event. We had some great conversations around asking better questions with the use of AI.

I spent most of the week at booth 536 asking one question: which document in your org is still done by hand? While there, Christopher Easter MBA and Vanessa Thomas stopped by and chatted with me about CloudFiles and the work that I've been doing in the community.

Today I got to watch Vishesh Singhal take the theater stage and show what we do with documents.

If we talked at the booth and I owe you a follow-up, it's coming this week. To everyone who stopped by, commented, reposted, or tagged someone who should be there: thank you.

It's been an amazing 3 days, and I can't wait to come back.

Mark D. George Neri Aman Jaswani

#AwesomeAdmins #BABA #Trailblazers #AI #AIForce #DocumentAutomation",https://www.linkedin.com/posts/michaelesherrod_dreamforce-badassba-awesomeadmins-activity-7506528419824685057-I4bX
2026-09-18,Sviatoslav Lobach,🚀 Product Management Leader | Revenue-Oriented Strategist 💰 | Driving Growth & Success in B2B SaaS 📈 | Innovative Thinker 💡 | Passionate about Creating Impactful Products 🌟 | Collaborative Team Player 🤝,person,no,17,0,0,17,"Product leader Sviatoslav Lobach criticizes Salesforce's shift from Einstein to Copilot to Agentforce to AIforce, citing a major outage and declaring the interface 'dead.'","Dreamforce is supposed to blow Salesforce fatigue away every year, at least a little bit. At least during the concert on Wednesday night :)

This year it delivered the biggest outage alongside yet another AI rebranding..

We went from Einstein to Einstein GPT to Copilot, Agentforce everywhere and now AIForce, with each “AI” replaced before enterprise teams could even adopt the previous one letting alone the UI.. This year, the keynote declared the UI dead.

Declaring the interface dead is convenient when your own UI is unusable. But when an incumbent rebrands its AI strategy every year, suffers a massive outage on its biggest stage, and asks customers to trust autonomous agents while they are still drowning in basic adoption debt, you are watching a giant run out of road.

RevOps inherits capabilities announced on stage that nobody can adopt, while the underlying architecture stays untouched and just rebranded every year with the increasing check to pay.

Indeed, SaaSpocalypse is real..

The enterprise model was simple: charge massive seat licenses, layer more complexity into rigid databases, and force users to click through endless screens developed by SIs. Now, the same incumbents are telling customers software is dead and agents will run everything, while still billing them like crazy for the privilege of navigating legacy sprawl.

When AI shifts the paradigm, legacy software cannot simply slap an agentic narrative over architectural debt. The complexity collapses under its own weight. The new AI-native CRM with Unlimited offering will conquer the market. Guess who is that company? :)


#CRM #EnterpriseAI #SaaS #RevOps",https://www.linkedin.com/posts/sviat-lobach_crm-enterpriseai-saas-activity-7506528678462480384-cm7U
2026-09-18,Scott Stafford,Founder & CEO at Empowering our Minds,person,no,20,2,2,24,"Scott Stafford recounts meeting first-time attendee Yssa A. from DoubleVerify Learning, who earned her Salesforce Administrator certification at Dreamforce.","Hello world. Hello Trailblazers. 💙✨

Sometimes the most powerful Dreamforce story happens after Salesforce Dreamforce is over.

Meet Yssa A. from DoubleVerify Learning .

As the festivities were winding down, I asked Yssq a simple question:

“How was your first Dreamforce?”

Her face lit up.

She told me it had been one of the most amazing experiences of her life. The inspiration. The knowledge. The people. The glimpse into what is possible with technology.

And then she shared something that immediately took me back to my own journey.

She had earned her Salesforce Administrator certification.

I remember what that first certification did for me. It was not the finish line. It became a doorway. I kept learning, kept studying, kept stretching myself, and eventually moved deeper into architecture.

Listening to Yssq, I could see that same spark.

She was energized. Curious. Ready for whatever comes next.

That is one of the beautiful things about gatherings like Dreamforce. We learn from technology, but we are also changed by each other. Someone shares an idea. Someone opens a door. Someone reminds us that the future might be much bigger than we imagined.

Humans need humans.

I am excited to follow Yssq’s journey, encourage her along the way, and see where she takes this moment.

And yes, we captured a little video together. 🎥✨

If the link is below, it is live. If it is not there yet, consider this your tiny cliffhanger. 😉

Keep learning. Keep connecting. Keep stepping toward the future.

When humans step forward and embrace technology with curiosity and courage, remarkable things can happen.",https://www.linkedin.com/posts/scott-stafford-info_hello-world-hello-trailblazers-sometimes-activity-7506529101894254593-qHKr
2026-09-18,Lauren Davis,Event Manager,person,no,20,2,0,22,"SoftServe Event Manager Lauren Davis recaps four Dreamforce days including a Monday happy hour and a Sunset Cocktails event cohosted with Stripe, thanking teammate Daniela Guerrero Uribe.","That’s a wrap on Dreamforce 2026! Four action-packed days, kicking off the week with a SoftServe happy hour on Monday, followed by an incredible few days of meaningful conversations and new connections, and wrapping up with Sunset Cocktails on the Bay, cohosted with Stripe. 

One of my biggest takeaways from Dreamforce: AI is moving quickly, but its real value comes from combining the right technology with connected data, a strong strategy, and a clear focus on people.

A huge thank-you to my SoftServe team, our partners, clients, and everyone who joined us. And a very special shout-out to my rockstar partner in crime, Daniela Guerrero Uribe, for all of her help and support from afar throughout the week. We couldn’t have done it without you. So grateful to have you as a teammate!

Until next year, Dreamforce! #DF26 #SoftServe",https://www.linkedin.com/posts/laurenbambrickdavis_df26-softserve-activity-7506529758441103360-Cyyx
2026-09-18,Murali Krishna M,CTO @ Tria Federal,person,no,16,2,0,18,"Tria Federal CTO Murali Krishna M lists speakers Dario Amodei, Sam Altman, Jensen Huang, Boris Cherny, Marc Benioff and Tony Robbins, citing AI, agents and ambient/""Ghost AI"" as themes.","Salesforce Dreamforce 26 is a wrap.  🎉 

Lots of interesting takes and conversations from some of the who's who of the AI eco-system Dario Amodei (Anthropic), Sam Altman (OpenAI), Jensen Huang (NVIDIA), Boris Cherny (Claude Code) and of course Marc Benioff (Salesforce), Tony Robbins and Allie K. Miller.

Some clear signals (w/ due confirmation bias  😊), I will expand on in the future posts in the context of what I heard at the conference + what we have been experimenting at Tria Federal (Tria):

1. AI (Claude, Slack, Codex or your own favorite) is the new UI and primary interface  
2. Multiplayer AI (Work and collaborate as a team with AI )
3. AI Co-workers (call them bots or agents or just give them a friendly name and treat 'em like co-workers) and
4. Ghost AI as Allie K. Miller puts it (or Ambient AI for some of us)

I am equally amazed at how the whole conference was organized to create connections and experiences throughout. 🙌

More on it later🥂.",https://www.linkedin.com/posts/activity-7506530350253105152-VSHH
2026-09-18,Jim Lundy,"Founder, CEO and Lead Analyst at Aragon Research. #1 in AI Coverage, Agents and Intelligent Workplace",person,no,1,0,0,1,"Analyst Jim Lundy states Koa was one of the biggest news items at Dreamforce 2026, linking to further coverage.",So one of the biggest news items at Salesforce Dreamforce 2026 was Koa. https://bit.ly/4yBC75E #DF26,https://www.linkedin.com/posts/jameslundy_salesforce-koa-shifts-crm-architectures-activity-7506531051121549312-hmcE
2026-09-18,Gradial,"10,831 followers",company,no,39,0,3,42,"Gradial thanks booth visitors and session attendees, describing its integrations with Salesforce for Marketing Cloud journeys, email execution, Commerce Cloud updates and migration governance.","Dreamforce 2026 is a wrap 👏 

Thank you to everyone who stopped by our booth to connect with our team, attended a speaking session and met Grady 🐐 

We hope you had a chance to see how Gradial and Salesforce work together to:
 👉 Build and migrate Marketing Cloud journeys inside the platforms teams already use
 👉 Run email execution on its own, so teams can spend their time on strategy instead of systems
 👉 Update Commerce Cloud across catalogs and buyer experiences without the manual grind
 👉 Take the friction out of Salesforce migrations, with governance built in from the start

This is just the beginning, keep the conversation going 🔥 https://www.gradial.com/ Salesforce #Dreamforce2026",https://www.linkedin.com/posts/gradialai_gradial-at-dreamforce-activity-7506531188543598592-ijd9
2026-09-18,Christian Bishop,"Commercial Partnerships & Revenue Leader | Sponsorship Sales | Gaming, Esports, Sports & Media | Former Amazon/Twitch Director | Founder",person,no,4,0,0,4,"Commercial partnerships leader Christian Bishop describes his first Dreamforce, noting AI as a common booth theme and new meetings and connections made.","I had a great time at my first Dreamforce!

There was an incredible amount of energy and passion throughout the Salesforce ecosystem, and AI was the common theme at nearly every booth.

I had some awesome meetings, learned a lot, and, most importantly, made a few new friends along the way.

Great first Dreamforce experience. Looking forward to the conversations and opportunities that come next!",https://www.linkedin.com/posts/mrchristianbishop_i-had-a-great-time-at-my-first-dreamforce-activity-7506531568577085440-LFe6
2026-09-18,Margo Edris,"RVP, Public Sector Sales @ Salesforce | Cloud & AI Solutions Leader Driving Revenue Growth, Team Excellence & Mission Impact",person,no,48,1,0,49,"Salesforce RVP Margo Edris recaps Day 0, describing landing in San Francisco, aligning with her team via group text, and reconnecting with former colleague Amanda Rowinski of Certinia.","Day 0 Recap: Dreamforce 

✈️ Landed in San Francisco and hit the ground running badge in hand, ready for the week ahead

💬 Connected with my Salesforce team to get aligned for the week. We keep in touch on Slack day to day, but for big events like this, I always set up a group text with the whole team simple, but it works every time!!

☕️ Highlight of the day: reconnecting with Amanda Rowinski from my very first job out of college, 15 years ago now. She's since gone on to lead customer success at Certinia a Salesforce partner, which made it feel full circle. Two ambitious working moms, trading book recs and notes on how we keep climbing while keeping it all together on the home front! 

Simple day, full cup. Onward to Day 1. 🚀

#Dreamforce #Dreamforce26 #Day0 #WorkingMoms #SalesforceOhana",https://www.linkedin.com/posts/margoedris_dreamforce-dreamforce26-day0-activity-7506531908722511873-k-RO
2026-09-18,"Jessica Inas, MBA",Sales Operations Manager at ThousandEyes (part of Cisco),person,no,44,3,0,47,ThousandEyes Sales Operations Manager Jessica Inas recaps Dreamforce as a networking and learning experience focused on AI's impact on work.,"Another incredible Dreamforce in the books! 🚀☁️

This year’s experience was a great reminder of the power of connection, continuous learning, and staying curious about what’s next.

I had the opportunity to reconnect with my network, meet new people, exchange ideas, and learn valuable insights on how AI is continuing to transform the way we work and create value.

I’m heading home reenergized, inspired, and with plenty of new ideas to put into action — especially when it comes to continuing to incorporate and build with AI.

Grateful for the conversations, the learning, and the people who made this experience so meaningful. Now, it’s time to turn those ideas into action! 💡🤖

#DF26",https://www.linkedin.com/posts/jessicainas_df26-activity-7506532056970047488-C_ts
